Gene,StateA,StateB
S,cell_488,cell_521
z,cell_488,cell_1108
N,cell_488,cell_1971
T,cell_489,cell_160
S,cell_489,cell_252
N,cell_489,cell_457
s,cell_489,cell_490
Z,cell_489,cell_533
R3,cell_489,cell_702
z,cell_489,cell_1246
R2,cell_489,cell_1334
E,cell_489,cell_1918
N,cell_490,cell_39
T,cell_490,cell_488
s,cell_490,cell_489
R3,cell_490,cell_492
Z,cell_490,cell_498
S,cell_490,cell_1012
E,cell_490,cell_1142
z,cell_490,cell_1243
R2,cell_490,cell_1338
z,cell_492,cell_122
R2,cell_492,cell_132
S,cell_492,cell_251
T,cell_492,cell_420
R3,cell_492,cell_490
Z,cell_492,cell_590
s,cell_492,cell_702
N,cell_492,cell_1197
E,cell_492,cell_2872
z,cell_495,cell_141
s,cell_495,cell_497
E,cell_495,cell_498
R3,cell_495,cell_589
T,cell_495,cell_829
Z,cell_495,cell_1142
N,cell_495,cell_1752
R2,cell_495,cell_1804
S,cell_495,cell_2014
R3,cell_497,cell_130
z,cell_497,cell_139
s,cell_497,cell_495
E,cell_497,cell_533
R2,cell_497,cell_567
T,cell_497,cell_772
N,cell_497,cell_1578
Z,cell_497,cell_1918
S,cell_497,cell_2016
z,cell_498,cell_138
T,cell_498,cell_153
S,cell_498,cell_432
Z,cell_498,cell_490
E,cell_498,cell_495
s,cell_498,cell_533
R3,cell_498,cell_590
R2,cell_498,cell_693
N,cell_498,cell_2071
Z,cell_505,cell_11
S,cell_505,cell_16
T,cell_505,cell_141
N,cell_505,cell_268
R3,cell_505,cell_506
R2,cell_505,cell_512
s,cell_505,cell_769
z,cell_505,cell_829
E,cell_505,cell_1103
s,cell_506,cell_63
T,cell_506,cell_136
N,cell_506,cell_269
Z,cell_506,cell_421
R3,cell_506,cell_505
R2,cell_506,cell_508
E,cell_506,cell_1102
z,cell_506,cell_1354
S,cell_506,cell_1536
Z,cell_508,cell_21
s,cell_508,cell_66
N,cell_508,cell_171
R2,cell_508,cell_506
R3,cell_508,cell_512
S,cell_508,cell_750
z,cell_508,cell_1092
T,cell_508,cell_2038
E,cell_508,cell_3320
s,cell_511,cell_13
S,cell_511,cell_14
R3,cell_511,cell_70
z,cell_511,cell_155
N,cell_511,cell_380
R2,cell_511,cell_776
Z,cell_511,cell_1104
T,cell_511,cell_1214
E,cell_511,cell_2308
E,cell_512,cell_13
N,cell_512,cell_170
S,cell_512,cell_359
R2,cell_512,cell_505
R3,cell_512,cell_508
Z,cell_512,cell_656
z,cell_512,cell_831
T,cell_512,cell_1081
s,cell_512,cell_2308
R3,cell_516,cell_48
T,cell_516,cell_76
s,cell_516,cell_206
R2,cell_516,cell_350
Z,cell_516,cell_356
N,cell_516,cell_480
z,cell_516,cell_1384
S,cell_516,cell_1430
E,cell_516,cell_1615
E,cell_519,cell_202
R2,cell_519,cell_206
z,cell_519,cell_231
T,cell_519,cell_251
Z,cell_519,cell_284
s,cell_519,cell_350
S,cell_519,cell_420
R3,cell_519,cell_521
N,cell_519,cell_1204
Z,cell_521,cell_19
z,cell_521,cell_30
s,cell_521,cell_49
N,cell_521,cell_265
S,cell_521,cell_488
R3,cell_521,cell_519
R2,cell_521,cell_524
T,cell_521,cell_1012
E,cell_521,cell_1122
z,cell_522,cell_27
N,cell_522,cell_304
S,cell_522,cell_416
E,cell_522,cell_524
Z,cell_522,cell_624
T,cell_522,cell_1033
R2,cell_522,cell_1122
s,cell_522,cell_1606
R3,cell_522,cell_1611
z,cell_524,cell_29
s,cell_524,cell_48
S,cell_524,cell_161
R3,cell_524,cell_206
T,cell_524,cell_245
Z,cell_524,cell_357
R2,cell_524,cell_521
E,cell_524,cell_522
N,cell_524,cell_1235
Z,cell_527,cell_251
T,cell_527,cell_284
R3,cell_527,cell_432
E,cell_527,cell_541
S,cell_527,cell_590
s,cell_527,cell_1295
R2,cell_527,cell_1370
N,cell_527,cell_1409
z,cell_527,cell_2179
T,cell_528,cell_7
N,cell_528,cell_286
R2,cell_528,cell_320
s,cell_528,cell_401
S,cell_528,cell_558
z,cell_528,cell_677
E,cell_528,cell_896
Z,cell_528,cell_1202
R3,cell_528,cell_4096
T,cell_532,cell_214
z,cell_532,cell_404
Z,cell_532,cell_457
N,cell_532,cell_533
R2,cell_532,cell_600
S,cell_532,cell_1182
E,cell_532,cell_1578
R3,cell_532,cell_1977
s,cell_532,cell_2071
T,cell_533,cell_152
S,cell_533,cell_431
Z,cell_533,cell_489
E,cell_533,cell_497
s,cell_533,cell_498
N,cell_533,cell_532
R3,cell_533,cell_587
z,cell_533,cell_1215
R2,cell_533,cell_1327
E,cell_536,cell_425
R3,cell_536,cell_537
z,cell_536,cell_538
T,cell_536,cell_624
Z,cell_536,cell_1033
s,cell_536,cell_1458
S,cell_536,cell_1804
N,cell_536,cell_2000
R2,cell_536,cell_2014
N,cell_537,cell_33
s,cell_537,cell_71
Z,cell_537,cell_114
T,cell_537,cell_225
R3,cell_537,cell_536
z,cell_537,cell_539
R2,cell_537,cell_541
S,cell_537,cell_588
E,cell_537,cell_1370
Z,cell_538,cell_113
N,cell_538,cell_189
R2,cell_538,cell_253
T,cell_538,cell_359
z,cell_538,cell_536
R3,cell_538,cell_539
S,cell_538,cell_1081
s,cell_538,cell_2659
E,cell_538,cell_3545
Z,cell_539,cell_204
z,cell_539,cell_537
R3,cell_539,cell_538
R2,cell_539,cell_540
T,cell_539,cell_750
s,cell_539,cell_1526
S,cell_539,cell_2038
E,cell_539,cell_2370
N,cell_539,cell_3074
Z,cell_540,cell_112
S,cell_540,cell_136
R3,cell_540,cell_253
R2,cell_540,cell_539
z,cell_540,cell_541
s,cell_540,cell_614
N,cell_540,cell_1071
T,cell_540,cell_1536
E,cell_540,cell_2179
s,cell_541,cell_72
E,cell_541,cell_527
R2,cell_541,cell_537
z,cell_541,cell_540
S,cell_541,cell_589
T,cell_541,cell_617
Z,cell_541,cell_1036
R3,cell_541,cell_2014
N,cell_541,cell_3213
s,cell_549,cell_231
E,cell_549,cell_239
Z,cell_549,cell_344
z,cell_549,cell_350
S,cell_549,cell_384
N,cell_549,cell_737
T,cell_549,cell_1285
R2,cell_549,cell_1384
R3,cell_549,cell_1386
s,cell_556,cell_151
T,cell_556,cell_182
z,cell_556,cell_558
R3,cell_556,cell_560
E,cell_556,cell_578
S,cell_556,cell_677
Z,cell_556,cell_849
N,cell_556,cell_1101
R2,cell_556,cell_1254
Z,cell_558,cell_52
R3,cell_558,cell_213
E,cell_558,cell_269
s,cell_558,cell_378
T,cell_558,cell_410
S,cell_558,cell_528
z,cell_558,cell_556
R2,cell_558,cell_934
N,cell_558,cell_1102
S,cell_560,cell_89
N,cell_560,cell_153
z,cell_560,cell_213
s,cell_560,cell_214
R3,cell_560,cell_556
R2,cell_560,cell_680
E,cell_560,cell_903
Z,cell_560,cell_1971
T,cell_560,cell_2071
Z,cell_564,cell_83
R3,cell_564,cell_150
E,cell_564,cell_214
z,cell_564,cell_369
R2,cell_564,cell_451
N,cell_564,cell_772
s,cell_564,cell_903
S,cell_564,cell_1025
T,cell_564,cell_1578
Z,cell_566,cell_60
T,cell_566,cell_169
z,cell_566,cell_569
N,cell_566,cell_570
R3,cell_566,cell_603
S,cell_566,cell_1677
s,cell_566,cell_1757
E,cell_566,cell_1985
R2,cell_566,cell_2525
Z,cell_567,cell_80
R2,cell_567,cell_497
N,cell_567,cell_569
z,cell_567,cell_570
R3,cell_567,cell_698
E,cell_567,cell_1327
S,cell_567,cell_1458
s,cell_567,cell_1804
T,cell_567,cell_4442
Z,cell_569,cell_38
R3,cell_569,cell_200
T,cell_569,cell_451
z,cell_569,cell_566
N,cell_569,cell_567
E,cell_569,cell_600
R2,cell_569,cell_1578
s,cell_569,cell_2076
S,cell_569,cell_2396
R2,cell_570,cell_139
N,cell_570,cell_566
z,cell_570,cell_567
Z,cell_570,cell_799
s,cell_570,cell_1081
E,cell_570,cell_1214
R3,cell_570,cell_1310
T,cell_570,cell_2308
S,cell_570,cell_2659
s,cell_578,cell_150
S,cell_578,cell_221
z,cell_578,cell_269
E,cell_578,cell_556
R2,cell_578,cell_580
R3,cell_578,cell_903
T,cell_578,cell_1052
N,cell_578,cell_1354
Z,cell_578,cell_1869
s,cell_580,cell_146
z,cell_580,cell_171
T,cell_580,cell_201
Z,cell_580,cell_343
R3,cell_580,cell_449
R2,cell_580,cell_578
S,cell_580,cell_1030
N,cell_580,cell_1092
E,cell_580,cell_1254
E,cell_587,cell_130
z,cell_587,cell_133
T,cell_587,cell_402
R3,cell_587,cell_533
s,cell_587,cell_590
R2,cell_587,cell_699
Z,cell_587,cell_702
S,cell_587,cell_1295
N,cell_587,cell_1977
N,cell_588,cell_201
S,cell_588,cell_537
R2,cell_588,cell_589
s,cell_588,cell_698
Z,cell_588,cell_877
T,cell_588,cell_1092
E,cell_588,cell_1371
R3,cell_588,cell_1804
z,cell_588,cell_2038
s,cell_589,cell_130
z,cell_589,cell_136
R3,cell_589,cell_495
S,cell_589,cell_541
R2,cell_589,cell_588
E,cell_589,cell_590
N,cell_589,cell_1052
T,cell_589,cell_1354
Z,cell_589,cell_2872
z,cell_590,cell_137
N,cell_590,cell_182
Z,cell_590,cell_492
R3,cell_590,cell_498
S,cell_590,cell_527
s,cell_590,cell_587
E,cell_590,cell_589
T,cell_590,cell_1101
R2,cell_590,cell_1371
T,cell_600,cell_448
R2,cell_600,cell_532
E,cell_600,cell_569
R3,cell_600,cell_601
Z,cell_600,cell_657
N,cell_600,cell_1327
s,cell_600,cell_1776
z,cell_600,cell_1985
S,cell_600,cell_2398
Z,cell_601,cell_175
E,cell_601,cell_200
z,cell_601,cell_406
R3,cell_601,cell_600
N,cell_601,cell_699
T,cell_601,cell_930
s,cell_601,cell_1074
S,cell_601,cell_1344
R2,cell_601,cell_1977
Z,cell_603,cell_174
s,cell_603,cell_184
z,cell_603,cell_200
E,cell_603,cell_406
R3,cell_603,cell_566
T,cell_603,cell_910
R2,cell_603,cell_1056
N,cell_603,cell_1310
S,cell_603,cell_3946
s,cell_606,cell_10
N,cell_606,cell_105
T,cell_606,cell_236
z,cell_606,cell_255
R3,cell_606,cell_869
E,cell_606,cell_995
R2,cell_606,cell_1522
Z,cell_606,cell_2174
S,cell_606,cell_2428
z,cell_614,cell_72
S,cell_614,cell_128
N,cell_614,cell_329
s,cell_614,cell_540
Z,cell_614,cell_869
T,cell_614,cell_882
E,cell_614,cell_1301
R2,cell_614,cell_1526
R3,cell_614,cell_2174
R3,cell_617,cell_20
Z,cell_617,cell_202
N,cell_617,cell_221
s,cell_617,cell_223
R2,cell_617,cell_225
E,cell_617,cell_284
T,cell_617,cell_541
S,cell_617,cell_1354
z,cell_617,cell_1536
R2,cell_624,cell_20
R3,cell_624,cell_225
E,cell_624,cell_357
z,cell_624,cell_359
Z,cell_624,cell_522
T,cell_624,cell_536
s,cell_624,cell_792
S,cell_624,cell_831
N,cell_624,cell_1224
R3,cell_627,cell_24
s,cell_627,cell_203
R2,cell_627,cell_239
N,cell_627,cell_398
S,cell_627,cell_1360
E,cell_627,cell_1384
z,cell_627,cell_1615
Z,cell_627,cell_1713
T,cell_627,cell_1732
R3,cell_629,cell_29
N,cell_629,cell_96
E,cell_629,cell_203
z,cell_629,cell_206
R2,cell_629,cell_231
Z,cell_629,cell_287
S,cell_629,cell_417
T,cell_629,cell_1035
s,cell_629,cell_1384
T,cell_632,cell_132
R3,cell_632,cell_161
S,cell_632,cell_206
N,cell_632,cell_334
z,cell_632,cell_417
R2,cell_632,cell_420
Z,cell_632,cell_868
E,cell_632,cell_1174
s,cell_632,cell_1430
T,cell_646,cell_36
N,cell_646,cell_48
E,cell_646,cell_307
R3,cell_646,cell_480
S,cell_646,cell_858
Z,cell_646,cell_1228
s,cell_646,cell_1235
R2,cell_646,cell_1628
z,cell_646,cell_2133
R2,cell_656,cell_11
R3,cell_656,cell_21
S,cell_656,cell_27
N,cell_656,cell_54
s,cell_656,cell_415
z,cell_656,cell_416
Z,cell_656,cell_512
T,cell_656,cell_798
E,cell_656,cell_1105
S,cell_657,cell_36
E,cell_657,cell_38
R3,cell_657,cell_175
R2,cell_657,cell_457
s,cell_657,cell_464
Z,cell_657,cell_600
T,cell_657,cell_858
z,cell_657,cell_927
N,cell_657,cell_1334
R3,cell_677,cell_89
E,cell_677,cell_221
N,cell_677,cell_284
z,cell_677,cell_528
S,cell_677,cell_556
s,cell_677,cell_678
R2,cell_677,cell_1029
Z,cell_677,cell_1204
T,cell_677,cell_1409
S,cell_678,cell_151
T,cell_678,cell_324
N,cell_678,cell_348
R3,cell_678,cell_367
z,cell_678,cell_401
s,cell_678,cell_677
R2,cell_678,cell_730
E,cell_678,cell_1024
Z,cell_678,cell_1627
z,cell_680,cell_271
s,cell_680,cell_448
E,cell_680,cell_449
R2,cell_680,cell_560
S,cell_680,cell_728
N,cell_680,cell_861
R3,cell_680,cell_1254
T,cell_680,cell_1776
Z,cell_680,cell_1970
T,cell_692,cell_13
R2,cell_692,cell_138
z,cell_692,cell_693
N,cell_692,cell_920
Z,cell_692,cell_1015
E,cell_692,cell_1081
s,cell_692,cell_1214
R3,cell_692,cell_1306
S,cell_692,cell_3545
S,cell_693,cell_425
R2,cell_693,cell_498
z,cell_693,cell_692
T,cell_693,cell_861
s,cell_693,cell_1327
Z,cell_693,cell_1338
R3,cell_693,cell_1371
N,cell_693,cell_1776
E,cell_693,cell_1804
S,cell_698,cell_71
R2,cell_698,cell_130
N,cell_698,cell_200
R3,cell_698,cell_567
s,cell_698,cell_588
E,cell_698,cell_699
Z,cell_698,cell_780
z,cell_698,cell_1310
T,cell_698,cell_3751
S,cell_699,cell_73
Z,cell_699,cell_78
z,cell_699,cell_134
R2,cell_699,cell_587
N,cell_699,cell_601
E,cell_699,cell_698
R3,cell_699,cell_1327
s,cell_699,cell_1371
T,cell_699,cell_4536
R2,cell_702,cell_78
E,cell_702,cell_127
S,cell_702,cell_250
N,cell_702,cell_296
R3,cell_702,cell_489
s,cell_702,cell_492
Z,cell_702,cell_587
T,cell_702,cell_711
z,cell_702,cell_960
Z,cell_708,cell_61
T,cell_708,cell_127
z,cell_708,cell_240
R3,cell_708,cell_385
s,cell_708,cell_422
N,cell_708,cell_435
E,cell_708,cell_711
R2,cell_708,cell_724
S,cell_708,cell_1125
R3,cell_711,cell_160
S,cell_711,cell_350
z,cell_711,cell_384
Z,cell_711,cell_402
s,cell_711,cell_420
T,cell_711,cell_702
E,cell_711,cell_708
R2,cell_711,cell_1430
N,cell_711,cell_2140
R3,cell_724,cell_390
N,cell_724,cell_437
R2,cell_724,cell_708
T,cell_724,cell_780
s,cell_724,cell_1174
z,cell_724,cell_1360
E,cell_724,cell_1430
S,cell_724,cell_1615
Z,cell_724,cell_3751
R2,cell_728,cell_89
z,cell_728,cell_321
N,cell_728,cell_357
S,cell_728,cell_680
R3,cell_728,cell_1029
E,cell_728,cell_1224
s,cell_728,cell_1228
Z,cell_728,cell_1235
T,cell_728,cell_1407
S,cell_729,cell_146
Z,cell_729,cell_479
E,cell_729,cell_730
z,cell_729,cell_732
N,cell_729,cell_841
R2,cell_729,cell_1024
s,cell_729,cell_1030
R3,cell_729,cell_1223
T,cell_729,cell_1581
N,cell_730,cell_356
Z,cell_730,cell_480
R2,cell_730,cell_678
E,cell_730,cell_729
S,cell_730,cell_930
s,cell_730,cell_1029
R3,cell_730,cell_1228
T,cell_730,cell_1344
z,cell_730,cell_1618
R3,cell_732,cell_314
s,cell_732,cell_316
R2,cell_732,cell_366
Z,cell_732,cell_398
z,cell_732,cell_729
S,cell_732,cell_910
E,cell_732,cell_1618
N,cell_732,cell_1713
T,cell_732,cell_3946
E,cell_737,cell_165
R3,cell_737,cell_394
Z,cell_737,cell_401
N,cell_737,cell_549
T,cell_737,cell_1166
s,cell_737,cell_1202
z,cell_737,cell_1627
S,cell_737,cell_1811
R2,cell_737,cell_2134
Z,cell_738,cell_33
T,cell_738,cell_98
N,cell_738,cell_114
S,cell_738,cell_179
s,cell_738,cell_282
z,cell_738,cell_809
E,cell_738,cell_813
R3,cell_738,cell_1934
R2,cell_738,cell_1965
R2,cell_739,cell_35
T,cell_739,cell_85
z,cell_739,cell_105
N,cell_739,cell_255
E,cell_739,cell_273
S,cell_739,cell_297
R3,cell_739,cell_469
Z,cell_739,cell_1580
s,cell_739,cell_3585
Z,cell_750,cell_203
z,cell_750,cell_225
E,cell_750,cell_287
N,cell_750,cell_316
R3,cell_750,cell_359
S,cell_750,cell_508
T,cell_750,cell_539
R2,cell_750,cell_1536
s,cell_750,cell_1713
S,cell_753,cell_13
s,cell_753,cell_14
R2,cell_753,cell_15
Z,cell_753,cell_29
R3,cell_753,cell_287
N,cell_753,cell_321
z,cell_753,cell_357
E,cell_753,cell_359
T,cell_753,cell_3545
s,cell_759,cell_58
S,cell_759,cell_103
Z,cell_759,cell_183
T,cell_759,cell_267
E,cell_759,cell_1005
N,cell_759,cell_1145
R2,cell_759,cell_1772
R3,cell_759,cell_1882
z,cell_759,cell_1993
R3,cell_766,cell_57
E,cell_766,cell_145
R2,cell_766,cell_176
z,cell_766,cell_296
N,cell_766,cell_960
S,cell_766,cell_1166
Z,cell_766,cell_1717
T,cell_766,cell_1811
s,cell_766,cell_1880
Z,cell_769,cell_23
S,cell_769,cell_43
R3,cell_769,cell_63
T,cell_769,cell_139
N,cell_769,cell_369
s,cell_769,cell_505
z,cell_769,cell_772
E,cell_769,cell_776
R2,cell_769,cell_2308
S,cell_772,cell_41
R3,cell_772,cell_61
E,cell_772,cell_152
Z,cell_772,cell_385
T,cell_772,cell_497
N,cell_772,cell_564
z,cell_772,cell_769
s,cell_772,cell_829
R2,cell_772,cell_4442
R3,cell_776,cell_65
z,cell_776,cell_152
N,cell_776,cell_168
S,cell_776,cell_233
Z,cell_776,cell_486
R2,cell_776,cell_511
E,cell_776,cell_769
s,cell_776,cell_1103
T,cell_776,cell_1215
S,cell_780,cell_77
E,cell_780,cell_78
R3,cell_780,cell_80
R2,cell_780,cell_127
N,cell_780,cell_177
Z,cell_780,cell_698
T,cell_780,cell_724
z,cell_780,cell_800
s,cell_780,cell_877
R2,cell_792,cell_41
z,cell_792,cell_42
E,cell_792,cell_45
s,cell_792,cell_624
R3,cell_792,cell_841
N,cell_792,cell_1223
T,cell_792,cell_1458
Z,cell_792,cell_1606
S,cell_792,cell_4442
z,cell_798,cell_79
S,cell_798,cell_113
T,cell_798,cell_656
s,cell_798,cell_799
E,cell_798,cell_1015
Z,cell_798,cell_1081
R2,cell_798,cell_1145
N,cell_798,cell_1772
R3,cell_798,cell_1800
N,cell_799,cell_60
z,cell_799,cell_80
T,cell_799,cell_415
Z,cell_799,cell_570
s,cell_799,cell_798
R3,cell_799,cell_800
E,cell_799,cell_1248
S,cell_799,cell_1522
R2,cell_799,cell_2428
R2,cell_800,cell_124
N,cell_800,cell_174
z,cell_800,cell_780
R3,cell_800,cell_799
E,cell_800,cell_958
Z,cell_800,cell_1310
T,cell_800,cell_1360
S,cell_800,cell_1732
s,cell_800,cell_1800
T,cell_809,cell_100
R2,cell_809,cell_107
S,cell_809,cell_144
N,cell_809,cell_204
s,cell_809,cell_313
E,cell_809,cell_474
z,cell_809,cell_738
R3,cell_809,cell_821
Z,cell_809,cell_3074
Z,cell_813,cell_4
R3,cell_813,cell_34
S,cell_813,cell_181
N,cell_813,cell_205
R2,cell_813,cell_275
T,cell_813,cell_395
z,cell_813,cell_474
E,cell_813,cell_738
s,cell_813,cell_1347
R2,cell_821,cell_103
N,cell_821,cell_113
Z,cell_821,cell_189
T,cell_821,cell_311
R3,cell_821,cell_809
E,cell_821,cell_824
S,cell_821,cell_1772
z,cell_821,cell_1934
s,cell_821,cell_2268
z,cell_824,cell_34
R2,cell_824,cell_104
S,cell_824,cell_173
Z,cell_824,cell_190
T,cell_824,cell_310
R3,cell_824,cell_474
E,cell_824,cell_821
s,cell_824,cell_994
N,cell_824,cell_1014
S,cell_829,cell_20
E,cell_829,cell_153
Z,cell_829,cell_393
T,cell_829,cell_495
z,cell_829,cell_505
s,cell_829,cell_772
R2,cell_829,cell_831
N,cell_829,cell_903
R3,cell_829,cell_1354
Z,cell_831,cell_416
N,cell_831,cell_449
z,cell_831,cell_512
S,cell_831,cell_624
R2,cell_831,cell_829
E,cell_831,cell_861
R3,cell_831,cell_1092
T,cell_831,cell_1804
s,cell_831,cell_4442
T,cell_841,cell_71
R2,cell_841,cell_223
s,cell_841,cell_225
E,cell_841,cell_356
N,cell_841,cell_729
R3,cell_841,cell_792
Z,cell_841,cell_1615
z,cell_841,cell_1713
S,cell_841,cell_3751
z,cell_849,cell_52
R2,cell_849,cell_334
N,cell_849,cell_420
Z,cell_849,cell_556
T,cell_849,cell_1197
S,cell_849,cell_1204
E,cell_849,cell_1869
R3,cell_849,cell_1971
s,cell_849,cell_2140
E,cell_850,cell_83
N,cell_850,cell_160
Z,cell_850,cell_214
T,cell_850,cell_457
R2,cell_850,cell_858
S,cell_850,cell_1628
z,cell_850,cell_1810
s,cell_850,cell_1971
R3,cell_850,cell_2140
N,cell_858,cell_158
Z,cell_858,cell_448
R3,cell_858,cell_482
S,cell_858,cell_646
T,cell_858,cell_657
R2,cell_858,cell_850
z,cell_858,cell_1789
s,cell_858,cell_1970
E,cell_858,cell_2291
N,cell_859,cell_52
T,cell_859,cell_122
S,cell_859,cell_231
s,cell_859,cell_384
R2,cell_859,cell_417
z,cell_859,cell_420
E,cell_859,cell_421
Z,cell_859,cell_1102
R3,cell_859,cell_1108
z,cell_861,cell_13
R2,cell_861,cell_153
s,cell_861,cell_155
Z,cell_861,cell_161
S,cell_861,cell_357
N,cell_861,cell_680
T,cell_861,cell_693
E,cell_861,cell_831
R3,cell_861,cell_868
S,cell_868,cell_289
Z,cell_868,cell_632
R3,cell_868,cell_861
E,cell_868,cell_1092
R2,cell_868,cell_1101
N,cell_868,cell_1254
T,cell_868,cell_1371
z,cell_868,cell_3320
s,cell_868,cell_4536
N,cell_869,cell_109
s,cell_869,cell_112
S,cell_869,cell_124
T,cell_869,cell_239
z,cell_869,cell_256
R3,cell_869,cell_606
Z,cell_869,cell_614
E,cell_869,cell_1285
R2,cell_869,cell_1732
R3,cell_877,cell_79
S,cell_877,cell_114
E,cell_877,cell_132
N,cell_877,cell_179
Z,cell_877,cell_588
s,cell_877,cell_780
T,cell_877,cell_1174
z,cell_877,cell_1800
R2,cell_877,cell_2872
R3,cell_882,cell_43
S,cell_882,cell_63
z,cell_882,cell_223
Z,cell_882,cell_239
E,cell_882,cell_344
N,cell_882,cell_366
T,cell_882,cell_614
s,cell_882,cell_1536
R2,cell_882,cell_1713
T,cell_889,cell_2
N,cell_889,cell_14
E,cell_889,cell_314
s,cell_889,cell_321
R2,cell_889,cell_365
S,cell_889,cell_380
z,cell_889,cell_1228
R3,cell_889,cell_1618
Z,cell_889,cell_2133
S,cell_894,cell_170
T,cell_894,cell_189
Z,cell_894,cell_311
s,cell_894,cell_314
R2,cell_894,cell_315
R3,cell_894,cell_316
E,cell_894,cell_321
N,cell_894,cell_359
z,cell_894,cell_1224
z,cell_896,cell_221
S,cell_896,cell_269
R3,cell_896,cell_315
R2,cell_896,cell_316
s,cell_896,cell_366
Z,cell_896,cell_397
E,cell_896,cell_528
T,cell_896,cell_1071
N,cell_896,cell_1536
Z,cell_903,cell_167
S,cell_903,cell_215
z,cell_903,cell_268
R2,cell_903,cell_449
E,cell_903,cell_560
s,cell_903,cell_564
R3,cell_903,cell_578
N,cell_903,cell_829
T,cell_903,cell_1752
N,cell_910,cell_66
z,cell_910,cell_146
Z,cell_910,cell_162
R3,cell_910,cell_169
s,cell_910,cell_171
E,cell_910,cell_375
T,cell_910,cell_603
S,cell_910,cell_732
R2,cell_910,cell_912
N,cell_912,cell_63
z,cell_912,cell_150
s,cell_912,cell_269
S,cell_912,cell_366
R3,cell_912,cell_369
E,cell_912,cell_378
R2,cell_912,cell_910
Z,cell_912,cell_913
T,cell_912,cell_1056
s,cell_913,cell_53
R3,cell_913,cell_55
T,cell_913,cell_145
R2,cell_913,cell_162
S,cell_913,cell_165
N,cell_913,cell_240
z,cell_913,cell_435
Z,cell_913,cell_912
E,cell_913,cell_1811
Z,cell_920,cell_173
R3,cell_920,cell_185
S,cell_920,cell_190
T,cell_920,cell_271
R2,cell_920,cell_409
N,cell_920,cell_692
E,cell_920,cell_1757
z,cell_920,cell_1776
s,cell_920,cell_1985
R2,cell_927,cell_57
E,cell_927,cell_60
s,cell_927,cell_173
R3,cell_927,cell_176
z,cell_927,cell_657
S,cell_927,cell_994
N,cell_927,cell_1248
T,cell_927,cell_1789
Z,cell_927,cell_1985
E,cell_930,cell_146
R2,cell_930,cell_151
z,cell_930,cell_375
R3,cell_930,cell_448
Z,cell_930,cell_482
T,cell_930,cell_601
S,cell_930,cell_730
s,cell_930,cell_1254
N,cell_930,cell_4536
Z,cell_934,cell_51
E,cell_934,cell_171
T,cell_934,cell_185
R3,cell_934,cell_271
S,cell_934,cell_320
s,cell_934,cell_375
R2,cell_934,cell_558
z,cell_934,cell_1254
N,cell_934,cell_3320
z,cell_941,cell_6
T,cell_941,cell_215
s,cell_941,cell_1580
S,cell_941,cell_1752
E,cell_941,cell_1818
R2,cell_941,cell_2000
N,cell_941,cell_2014
R3,cell_941,cell_3213
Z,cell_941,cell_3585
N,cell_949,cell_2
T,cell_949,cell_14
R3,cell_949,cell_427
z,cell_949,cell_428
S,cell_949,cell_1214
Z,cell_949,cell_1905
R2,cell_949,cell_2507
E,cell_949,cell_2659
s,cell_949,cell_3545
z,cell_958,cell_78
Z,cell_958,cell_134
N,cell_958,cell_176
E,cell_958,cell_800
R2,cell_958,cell_960
s,cell_958,cell_969
R3,cell_958,cell_1248
S,cell_958,cell_1685
T,cell_958,cell_2358
s,cell_960,cell_122
E,cell_960,cell_124
Z,cell_960,cell_133
T,cell_960,cell_384
z,cell_960,cell_702
N,cell_960,cell_766
R2,cell_960,cell_958
R3,cell_960,cell_1246
S,cell_960,cell_1285
R2,cell_969,cell_122
z,cell_969,cell_132
T,cell_969,cell_417
s,cell_969,cell_958
N,cell_969,cell_1004
R3,cell_969,cell_1015
S,cell_969,cell_1035
Z,cell_969,cell_1306
E,cell_969,cell_1800
T,cell_972,cell_3
N,cell_972,cell_43
R2,cell_972,cell_314
s,cell_972,cell_315
E,cell_972,cell_365
R3,cell_972,cell_366
S,cell_972,cell_369
z,cell_972,cell_1025
Z,cell_972,cell_3026
Z,cell_993,cell_0
S,cell_993,cell_57
s,cell_993,cell_104
E,cell_993,cell_105
z,cell_993,cell_273
T,cell_993,cell_394
R2,cell_993,cell_994
N,cell_993,cell_995
R3,cell_993,cell_1166
Z,cell_994,cell_2
z,cell_994,cell_36
s,cell_994,cell_824
S,cell_994,cell_927
R2,cell_994,cell_993
R3,cell_994,cell_1164
N,cell_994,cell_1905
T,cell_994,cell_2133
E,cell_994,cell_2268
z,cell_995,cell_252
s,cell_995,cell_434
E,cell_995,cell_606
N,cell_995,cell_993
S,cell_995,cell_1246
R3,cell_995,cell_1285
T,cell_995,cell_1386
R2,cell_995,cell_1905
Z,cell_995,cell_2507
T,cell_1004,cell_51
E,cell_1004,cell_144
R3,cell_1004,cell_173
s,cell_1004,cell_176
z,cell_1004,cell_181
Z,cell_1004,cell_185
S,cell_1004,cell_474
N,cell_1004,cell_969
R2,cell_1004,cell_1880
z,cell_1005,cell_39
s,cell_1005,cell_57
S,cell_1005,cell_104
R2,cell_1005,cell_173
Z,cell_1005,cell_409
E,cell_1005,cell_759
T,cell_1005,cell_1050
N,cell_1005,cell_1243
R3,cell_1005,cell_1880
R2,cell_1012,cell_245
R3,cell_1012,cell_251
s,cell_1012,cell_252
E,cell_1012,cell_254
